Unnamed: 0,"Indicator name: Completion rate,  primary",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
,,,,,,,Total,Gender,,Residence,,Wealth quintile,,,,,,,,,,,,
ISO_Code,Country,Region,Sub-region,Least developed countries (LDC),Africa sub-regions,Africa region,Total,Male,Female,Urban,Rural,Poorest,Second,Middle,Fourth,Richest,Source," Total Population, one year before primary ",,,,,,
UZB,Uzbekistan,ECA,EECA,,,,,,,,,,,,,,," 2,390,863 ",1227179.0,1163684.0,1205377.49008,1185485.50992,50.416,49.584
VUT,Vanuatu,EAP,,LDC,,,,,,,,,,,,,," 40,940 ",21395.0,19545.0,10449.935,30490.065,25.525,74.475
VEN,Venezuela (Bolivarian Republic of),LAC,,,,,,,,,,,,,,,," 3,530,439 ",1802010.0,1728429.0,3116636.24481,413802.75519,88.279,11.721
VNM,Viet Nam,EAP,,,,, 97 , 96 , 97 , 99 , 96 , 90 , 98 , 99 , 99 , 99 , MICS 2014 ," 7,363,689 ",3858339.0,3505350.0,2749601.4726,4614087.5274,37.34,62.66
YEM,Yemen,MENA,,LDC,,, 63 , 70 , 55 , 79 , 56 , 33 , 53 , 66 , 74 , 86 , DHS 2013 ," 4,383,983 ",2237232.0,2146751.0,1661880.27564,2722102.72436,37.908,62.092
ZMB,Zambia,SSA,ESA,LDC,Southern Africa,All, 74 , 73 , 75 , 88 , 62 , 43 , 62 , 69 , 84 , 94 , DHS 2013-14 ," 3,363,211 ",1692109.0,1671102.0,1500967.43719,1862243.56281,44.629,55.371
ZWE,Zimbabwe,SSA,ESA,,Southern Africa,All, 88 , 87 , 89 , 97 , 85 , 74 , 82 , 89 , 93 , 98 , DHS 2015 ," 3,119,270 ",1563934.0,1555336.0,1005715.0334,2113554.9666,32.242,67.758
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
"Regional aggregates (unit in %, based on >50% population coverage)","Regional aggregates (unit in %, based on >50% population coverage)",,,,,,,,,,,,,,,,,,,,,,,
,East Asia & Pacific,EAP,,,,, 96 ,,,,,,,,,,,,,,,,,
,Europe & Central Asia,ECA,,,,, – ,,,,,,,,,,,,,,,,,
,Eastern Europe & Central Asia,,EECA,,,, – ,,,,,,,,,,,,,,,,,
,Western Europe,,WE,,,, – ,,,,,,,,,,,,,,,,,
,Latin America & Caribbean,LAC,,,,, 94 ,,,,,,,,,,,,,,,,,
,Middle East & North Africa,MENA,,,,, – ,,,,,,,,,,,,,,,,,
,North America,,,,,, – ,,,,,,,,,,,,,,,,,
,South Asia,SA,,,,, 88 ,,,,,,,,,,,,,,,,,
,Sub-Saharan Africa,SSA,,,,, 62 ,,,,,,,,,,,,,,,,,
,Eastern & Southern Africa,,ESA,,,, 59 ,,,,,,,,,,,,,,,,,
,West & Central Africa,,WCA,,,, 65 ,,,,,,,,,,,,,,,,,
,Least developed countries,,,LDC,,, 58 ,,,,,,,,,,,,,,,,,
,African sub-region - Central Africa,,,,Central Africa,, 62 ,,,,,,,,,,,,,,,,,
,African sub-region - East Africa,,,,Eastern Africa,, 60 ,,,,,,,,,,,,,,,,,
,African sub-region - North Africa,,,,Northern Africa,, 91 ,,,,,,,,,,,,,,,,,
,African sub-region - South Africa,,,,Southern Africa,, 67 ,,,,,,,,,,,,,,,,,
,African sub-region - West Africa,,,,Western Africa,, 65 ,,,,,,,,,,,,,,,,,
,Africa region - All,,,,,All, 66 ,,,,,,,,,,,,,,,,,
,World,,,,,, 82 ,,,,,,,,,,,,,,,,,
